group_.one,group_.two,session_id,% Sessions,plptopdp,add_to_cart,%Plpconvertion,purchase,product_revenue,tasa_conversion,Ticket Promedio
listas,jeans-slim,11,0.000002,3,0,0.2727272727272727,0,0,0,null
mujer,blazers,11,0.000002,2,0,0.18181818181818182,0,0,0,null
cocinas empotradas,sin_path2,11,0.000002,0,0,0,0,0,0,null
baterias hp,sin_path2,11,0.000002,1,0,0.09090909090909091,0,0,0,null
listas,mini-bubba,11,0.000002,3,0,0.2727272727272727,0,0,0,null
patinetas skate,sin_path2,11,0.000002,0,0,0,0,0,0,null
listas,lenovo-ideapad,11,0.000002,4,0,0.36363636363636365,0,0,0,null
listas,licuadora-personal,11,0.000002,3,0,0.2727272727272727,0,0,0,null
sostenes con encaje,sin_path2,11,0.000002,1,0,0.09090909090909091,0,0,0,null
refrigerador rojo,sin_path2,11,0.000002,2,0,0.18181818181818182,0,0,0,null
notebook envy hp,sin_path2,11,0.000002,0,0,0,0,0,0,null
listas,nad-resveratrol,11,0.000002,3,0,0.2727272727272727,0,0,0,null
eucerin aquaphor,sin_path2,11,0.000002,0,0,0,0,0,0,null
camisetas tais,sin_path2,11,0.000002,0,0,0,0,0,0,null
listas,juguetes-nina,11,0.000002,6,0,0.5454545454545454,0,0,0,null
zapatos amarillos,sin_path2,11,0.000002,0,0,0,0,0,0,null
listas,lentes-luz-azul,11,0.000002,2,0,0.18181818181818182,0,0,0,null
muebles,ohmihogar,11,0.000002,1,0,0.09090909090909091,0,0,0,null
jugueteria,set-de-belleza-ninas,11,0.000002,0,0,0,0,0,0,null
listas,mini-faldas,10,0.000002,4,0,0.4,0,0,0,null
poleras tie dye,sin_path2,10,0.000002,0,0,0,0,0,0,null
especiero,sin_path2,10,0.000002,0,0,0,0,0,0,null
camisetas deportivas,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,banquetas,10,0.000002,3,0,0.3,0,0,0,null
listas,walkie-talkie,10,0.000002,3,0,0.3,0,0,0,null
todo-escolares,sin_path2,10,0.000002,0,0,0,0,0,0,null
shoei helmets,sin_path2,10,0.000002,1,0,0.1,0,0,0,null
plp,hombre,10,0.000002,0,0,0,0,0,0,null
listas,porta-pasaporte,10,0.000002,3,0,0.3,0,0,0,null
trotadoras electricas,sin_path2,10,0.000002,0,0,0,0,0,0,null
aros de oro argollas,sin_path2,10,0.000002,0,0,0,0,0,0,null
calcetines under armour,sin_path2,10,0.000002,2,0,0.2,0,0,0,null
outlet,samsung,10,0.000002,0,0,0,0,0,0,null
it cosmetics cc cream,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,bts,10,0.000002,3,0,0.3,0,0,0,null
listas,humana,10,0.000002,4,0,0.4,0,0,0,null
lavadora secadora samsung,sin_path2,10,0.000002,0,0,0,0,0,0,null
huevos,sin_path2,10,0.000002,0,0,0,0,0,0,null
bufandas de lana,sin_path2,10,0.000002,0,0,0,0,0,0,null
hombre,ellesse,10,0.000002,0,0,0,0,0,0,null
polera uv niño,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,birkenstock,10,0.000002,2,0,0.2,0,0,0,null
collares de mostacilla,sin_path2,10,0.000002,2,0,0.2,0,0,0,null
listas,zapatillas-blancas-cuero,10,0.000002,2,0,0.2,0,0,0,null
listas,set-manicure,10,0.000002,0,0,0,0,0,0,null
rayado mujer,sin_path2,10,0.000002,0,0,0,0,0,0,null
set escritorio,sin_path2,10,0.000002,0,0,0,0,0,0,null
pantalones de seguridad,sin_path2,10,0.000002,0,0,0,0,0,0,null
beer cooler,sin_path2,10,0.000002,0,0,0,0,0,0,null
espejos vintage,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,blusa-mango,10,0.000002,3,0,0.3,0,0,0,null
listas,eda-manzini,10,0.000002,5,0,0.5,0,0,0,null
listas,funda-plumon-super-king,10,0.000002,4,0,0.4,0,0,0,null
converse mujer,sin_path2,10,0.000002,0,0,0,0,0,0,null
eufy,sin_path2,10,0.000002,0,0,0,0,0,0,null
leche nido,sin_path2,10,0.000002,0,0,0,0,0,0,null
puf,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,manta-polar,10,0.000002,2,0,0.2,0,0,0,null
ursus trotter,sin_path2,10,0.000002,0,0,0,0,0,0,null
tarjeta de sonido,sin_path2,10,0.000002,0,0,0,0,0,0,null
ortopedic advance,sin_path2,10,0.000002,0,0,0,0,0,0,null
platos de ceramica,sin_path2,10,0.000002,1,0,0.1,0,0,0,null
essence meta glow,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,212-men,10,0.000002,3,0,0.3,0,0,0,null
listas,amor-amor-de-cacharel,10,0.000002,4,0,0.4,0,0,0,null
cremas hidratantes para niños,sin_path2,10,0.000002,1,0,0.1,0,0,0,null
listas,polera-vuelos,10,0.000002,3,0,0.3,0,0,0,null
listas,zapatillas-tommy,10,0.000002,1,0,0.1,0,0,0,null
peluches de unicornio,sin_path2,10,0.000002,0,0,0,0,0,0,null
sandalias black bubba,sin_path2,10,0.000002,0,0,0,0,0,0,null
nike dri fit,sin_path2,10,0.000002,0,0,0,0,0,0,null
mario kart 8 deluxe,sin_path2,10,0.000002,1,0,0.1,0,0,0,null
listas,frazada-sherpa,10,0.000002,4,0,0.4,0,0,0,null
listas,cepillo-secador,10,0.000002,6,0,0.6,0,0,0,null
cascos de bicicletas,sin_path2,10,0.000002,0,0,0,0,0,0,null
outlet,caterpillar,10,0.000002,1,0,0.1,0,0,0,null
carcasa iphone 12 mini,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,samsung-s22,10,0.000002,2,0,0.2,0,0,0,null
corrector true match,sin_path2,10,0.000002,2,0,0.2,0,0,0,null
listas,bloques-magneticos,10,0.000002,3,0,0.3,0,0,0,null
outlet,zapatillas-running,10,0.000002,1,0,0.1,0,0,0,null
tecnologia,insta360,10,0.000002,2,0,0.2,0,0,0,null
pulidora de autos,sin_path2,10,0.000002,0,0,0,0,0,0,null
evento-tecno-circular-acer,sin_path2,10,0.000002,5,0,0.5,0,0,0,null
clutch,sin_path2,10,0.000002,2,0,0.2,0,0,0,null
equipo de musica sony,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,cama-cic-ortopedic,10,0.000002,4,0,0.4,0,0,0,null
jugueteria,pj-masks,10,0.000002,0,0,0,0,0,0,null
autos paw patrol,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,bicicleta-aro-16,10,0.000002,3,0,0.3,0,0,0,null
bombero,sin_path2,10,0.000002,0,0,0,0,0,0,null
account,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,nido-colecho,10,0.000002,3,0,0.3,0,0,0,null
listas,universidad-catolica,10,0.000002,2,0,0.2,0,0,0,null
listas,puff,10,0.000002,2,0,0.2,0,0,0,null
varita harry potter,sin_path2,10,0.000002,1,0,0.1,0,0,0,null
maquina de cortar pelo profesional,sin_path2,10,0.000002,0,0,0,0,0,0,null
casco bebe,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,calcetas-de-futbol,10,0.000002,3,0,0.3,0,0,0,null
listas,chuteadores,10,0.000002,0,0,0,0,0,0,null
jugueteria,la-granja-de-zenon,10,0.000002,1,0,0.1,0,0,0,null
listas,cocina-a-lena,10,0.000002,4,0,0.4,0,0,0,null
maquina de boxeo musical,sin_path2,10,0.000002,0,0,0,0,0,0,null
ponchos,sin_path2,10,0.000002,0,0,0,0,0,0,null
polera nike,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,hawas,10,0.000002,2,0,0.2,0,0,0,null
codera,sin_path2,10,0.000002,0,0,0,0,0,0,null
soundbar 5 1,sin_path2,10,0.000002,0,0,0,0,0,0,null
lentes oakley,sin_path2,10,0.000002,0,0,0,0,0,0,null
silla de rueda,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,zenbook,10,0.000002,4,0,0.4,0,0,0,null
bolso padel,sin_path2,10,0.000002,0,0,0,0,0,0,null
silla de bebe,sin_path2,10,0.000002,0,0,0,0,0,0,null
muebles,muebles-lavamanos,10,0.000002,1,1,0.1,0,0,0,null
listas,carro-organizador,10,0.000002,4,0,0.4,0,0,0,null
estantes de vidrio,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,mochila-panalera,10,0.000002,3,0,0.3,0,0,0,null
maquina de coser nagoya,sin_path2,10,0.000002,0,0,0,0,0,0,null
piso plegable,sin_path2,10,0.000002,1,0,0.1,0,0,0,null
kerastase shampoo,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,alfombra-yute,10,0.000002,2,0,0.2,0,0,0,null
reloj,sin_path2,10,0.000002,0,0,0,0,0,0,null
maquina de coser singer,sin_path2,10,0.000002,0,0,0,0,0,0,null
maquina de limpieza facial,sin_path2,10,0.000002,1,0,0.1,0,0,0,null
listas,star-wars,10,0.000002,3,0,0.3,0,0,0,null
listas,mouse-gamer-logitech,10,0.000002,1,0,0.1,0,0,0,null
aceite para barba,sin_path2,10,0.000002,0,0,0,0,0,0,null
muebles,muval,10,0.000002,0,0,0,0,0,0,null
listas,perfume-be-delicious,10,0.000002,0,0,0,0,0,0,null
listas,cables-apple,10,0.000002,3,0,0.3,0,0,0,null
juego de terraza de mimbre,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,reloj-digital,10,0.000002,3,0,0.3,0,0,0,null
polerones sonic,sin_path2,10,0.000002,1,0,0.1,0,0,0,null
maquina nescafe,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,sosten-maternal,10,0.000002,7,0,0.7,0,0,0,null
listas,samsung-qled-65-pulgadas,10,0.000002,3,0,0.3,0,0,0,null
monitor 60hz,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,quiksilver,10,0.000002,2,0,0.2,0,0,0,null
buzos colloky,sin_path2,10,0.000002,0,0,0,0,0,0,null
mocasin,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,iphone-13-256gb,10,0.000002,1,0,0.1,0,0,0,null
listas,poleras-deportivas-manga-larga,10,0.000002,4,0,0.4,0,0,0,null
listas,microsoft-office,10,0.000002,5,0,0.5,0,0,0,null
parlantes para autos,sin_path2,10,0.000002,0,0,0,0,0,0,null
evento-tecno-dscto-xiaomi,sin_path2,10,0.000002,1,1,0.1,0,0,0,null
listas,mamaderas-avent,10,0.000002,4,0,0.4,0,0,0,null
perfume the icon elixir,sin_path2,10,0.000002,0,0,0,0,0,0,null
ropa anime,sin_path2,10,0.000002,0,0,0,0,0,0,null
dormitorio,sabanas-bajeras,10,0.000002,1,0,0.1,0,0,0,null
listas,vans-old-skool,10,0.000002,5,0,0.5,0,0,0,null
paila,sin_path2,10,0.000002,1,0,0.1,0,0,0,null
muebles,baules,10,0.000002,1,0,0.1,0,0,0,null
billie eilish,sin_path2,10,0.000002,0,0,0,0,0,0,null
pelotas de padel,sin_path2,10,0.000002,1,0,0.1,0,0,0,null
listas,afeitadoras,10,0.000002,5,0,0.5,0,0,0,null
listas,secret,10,0.000002,2,0,0.2,0,0,0,null
listas,secadoras-midea,10,0.000002,4,0,0.4,0,0,0,null
mochila ciclismo,sin_path2,10,0.000002,0,0,0,0,0,0,null
velador nordico,sin_path2,10,0.000002,0,0,0,0,0,0,null
chaqueta de mezclilla,sin_path2,10,0.000002,0,0,0,0,0,0,null
olympea paco rabanne,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,parka-termica,10,0.000002,3,0,0.3,0,0,0,null
matizador violeta,sin_path2,10,0.000002,0,0,0,0,0,0,null
bicicleta hibrida,sin_path2,10,0.000002,0,0,0,0,0,0,null
puerta plegable,sin_path2,10,0.000002,0,0,0,0,0,0,null
jugueteria,power-rangers,10,0.000002,0,0,0,0,0,0,null
librero,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,jeans-palazzo,10,0.000002,6,0,0.6,0,0,0,null
bolsos nike,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,steve-madden,10,0.000002,3,0,0.3,0,0,0,null
zapatilla skechers,sin_path2,10,0.000002,0,0,0,0,0,0,null
ladrillo de yoga,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,mesa-bar,10,0.000002,3,0,0.3,0,0,0,null
presoterapia,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,soporte-para-tv,10,0.000002,1,0,0.1,0,0,0,null
listas,cortinas-visillos,10,0.000002,0,0,0,0,0,0,null
estufa patio,sin_path2,10,0.000002,1,0,0.1,0,0,0,null
listas,reloj-smartwatch,10,0.000002,3,0,0.3,0,0,0,null
evento-belleza-ofertas,sin_path2,10,0.000002,1,0,0.1,0,0,0,null
mujer,sobrecamisas,10,0.000002,0,0,0,0,0,0,null
atornillador electrico,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,lounge,10,0.000002,2,0,0.2,0,0,0,null
rusty,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,vestido-de-fiesta-rosado,10,0.000002,1,0,0.1,0,0,0,null
listas,organizador-de-maquillaje,10,0.000002,6,0,0.6,0,0,0,null
banquetas negras,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,pistola-de-masajes,10,0.000002,2,0,0.2,0,0,0,null
listas,alfombra-de-bano,10,0.000002,2,0,0.2,0,0,0,null
lampara nocturna,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,secador-de-pelo-gama,10,0.000002,2,0,0.2,0,0,0,null
dormitorio,cannon,10,0.000002,1,0,0.1,0,0,0,null
gorro vans,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,parkas,10,0.000002,2,0,0.2,0,0,0,null
anillos tous,sin_path2,10,0.000002,1,0,0.1,0,0,0,null
listas,guitarras-acusticas,10,0.000002,4,0,0.4,0,0,0,null
calzas negras deportivas,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,new-balance-1906r,10,0.000002,5,0,0.5,0,0,0,null
sandalias top,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,weide,10,0.000002,2,0,0.2,0,0,0,null
camara para streaming,sin_path2,10,0.000002,0,0,0,0,0,0,null
evento-moda-marcas-exclusivas-mujer,sin_path2,10,0.000002,0,0,0,0,0,0,null
asistente virtual,sin_path2,10,0.000002,0,0,0,0,0,0,null
jugueteria,go-karts,10,0.000002,1,0,0.1,0,0,0,null
listas,casco-moto,10,0.000002,3,0,0.3,0,0,0,null
moldes de silicona,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,ropa-oversize,10,0.000002,0,0,0,0,0,0,null
listas,camara-canon,10,0.000002,1,0,0.1,0,0,0,null
amplificador de bajo,sin_path2,10,0.000002,0,0,0,0,0,0,null
acer aspire 5,sin_path2,10,0.000002,0,0,0,0,0,0,null
adidas falcon,sin_path2,10,0.000002,0,0,0,0,0,0,null
reloj gps,sin_path2,10,0.000002,0,0,0,0,0,0,null
guateros,sin_path2,10,0.000002,0,0,0,0,0,0,null
espatula de cocina,sin_path2,10,0.000002,0,0,0,0,0,0,null
trajes de agua,sin_path2,10,0.000002,0,0,0,0,0,0,null
kerastase discipline,sin_path2,10,0.000002,0,0,0,0,0,0,null
almohada para piernas,sin_path2,10,0.000002,1,0,0.1,0,0,0,null
mezcladora de audio,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,funda-plumon-2-plazas,10,0.000002,1,0,0.1,0,0,0,null
coleccion-exclusiva-cecilia-bolocco,sin_path2,10,0.000002,0,0,0,0,0,0,null
pizarra magnetica,sin_path2,10,0.000002,1,0,0.1,0,0,0,null
cama ortopedica 2 plazas,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,bambino,10,0.000002,3,0,0.3,0,0,0,null
canastos organizadores,sin_path2,10,0.000002,0,0,0,0,0,0,null
zapatillas lona,sin_path2,10,0.000002,0,0,0,0,0,0,null
parlantes pasivos,sin_path2,10,0.000002,0,0,0,0,0,0,null
apple watch series,sin_path2,10,0.000002,0,0,0,0,0,0,null
jugueteria,mega-bloks,10,0.000002,3,1,0.3,1,11190,0.1,11190
listas,timex,10,0.000002,6,0,0.6,0,0,0,null
radios retro,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,bicicleta-de-equilibrio,10,0.000002,5,0,0.5,0,0,0,null
listas,happy-nappers,10,0.000002,0,0,0,0,0,0,null
listas,fundas-kindle,10,0.000002,0,0,0,0,0,0,null
listas,miss-selfridge,10,0.000002,4,0,0.4,0,0,0,null
parlante marshall,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,poleron-canguro,10,0.000002,4,0,0.4,0,0,0,null
laminas hidrogel,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,organizador-de-llaves,10,0.000002,1,0,0.1,0,0,0,null
listas,fuentes-de-agua,10,0.000002,7,0,0.7,0,0,0,null
listas,botines-cuero-mujer,10,0.000002,0,0,0,0,0,0,null
vestido azul niña,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,arrimo-de-madera,10,0.000002,0,0,0,0,0,0,null
chaqueta rosada,sin_path2,10,0.000002,0,0,0,0,0,0,null
hot tub,sin_path2,10,0.000002,1,0,0.1,0,0,0,null
sandalias americanino,sin_path2,10,0.000002,0,0,0,0,0,0,null
polera superman,sin_path2,10,0.000002,0,0,0,0,0,0,null
galaxy z fold 6,sin_path2,10,0.000002,1,0,0.1,0,0,0,null
mujer,carteras-de-fiesta,10,0.000002,1,0,0.1,0,0,0,null
dardos nerf,sin_path2,10,0.000002,1,0,0.1,0,0,0,null
listas,masajeador-de-cuello,10,0.000002,2,0,0.2,0,0,0,null
listas,choker,10,0.000002,0,0,0,0,0,0,null
listas,faldas-escolares-gris,10,0.000002,4,0,0.4,0,0,0,null
minecraft nintendo switch,sin_path2,10,0.000002,1,0,0.1,0,0,0,null
cava vino madera,sin_path2,10,0.000002,0,0,0,0,0,0,null
scooters,sin_path2,10,0.000002,0,0,0,0,0,0,null
muebles,otomanas,10,0.000002,0,0,0,0,0,0,null
listas,escritorio-infantil,10,0.000002,1,0,0.1,0,0,0,null
aros i d,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,audifonos-bluetooth,10,0.000002,3,0,0.3,0,0,0,null
listas,levis,10,0.000002,1,0,0.1,0,0,0,null
calefont 5 litros,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,lakers,10,0.000002,2,0,0.2,0,0,0,null
lippi panal,sin_path2,10,0.000002,1,1,0.1,0,0,0,null
listas,denim,10,0.000002,1,0,0.1,0,0,0,null
supremacy collector,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,lentes-polarizados,10,0.000002,4,0,0.4,0,0,0,null
body bebe,sin_path2,10,0.000002,0,0,0,0,0,0,null
adaptador hdmi,sin_path2,10,0.000002,0,0,0,0,0,0,null
jabon germisdin,sin_path2,10,0.000002,0,0,0,0,0,0,null
xbox one,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,columpio-terraza,10,0.000002,0,0,0,0,0,0,null
parlantes activos,sin_path2,10,0.000002,0,0,0,0,0,0,null
listas,body-encaje-negro,10,0.000002,2,0,0.2,0,0,0,null
joyas swarovski,sin_path2,10,0.000002,0,0,0,0,0,0,null
canastos,sin_path2,10,0.000002,0,0,0,0,0,0,null
repuesto afeitadora,sin_path2,10,0.000002,0,0,0,0,0,0,null
poleras de bandas,sin_path2,10,0.000002,0,0,0,0,0,0,null
maquina de cortar pelo philips,sin_path2,10,0.000002,1,0,0.1,0,0,0,null
televisores oled,sin_path2,9,0.000002,0,0,0,0,0,0,null
sombras nyx,sin_path2,9,0.000002,0,0,0,0,0,0,null
jugueteria,mi-duende-magico,9,0.000002,1,0,0.1111111111111111,0,0,0,null
listas,nintendo-switch-oled,9,0.000002,5,0,0.5555555555555556,0,0,0,null
listas,mini-lavadora,9,0.000002,3,0,0.3333333333333333,0,0,0,null
gloss essence,sin_path2,9,0.000002,0,0,0,0,0,0,null
juegos de pokemon,sin_path2,9,0.000002,0,0,0,0,0,0,null
cojin peludo,sin_path2,9,0.000002,0,0,0,0,0,0,null
mujer,carteras-de-mano,9,0.000002,3,0,0.3333333333333333,0,0,0,null
hombre,weinbrenner,9,0.000002,0,0,0,0,0,0,null
jardinterraza,mueblesterraza,9,0.000002,3,1,0.3333333333333333,0,0,0,null
le male,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
hombre,zapatos-de-seguridad,9,0.000002,0,0,0,0,0,0,null
maquina de cortar pelo wahl,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,slip,9,0.000002,3,0,0.3333333333333333,0,0,0,null
biker shorts mujer,sin_path2,9,0.000002,0,0,0,0,0,0,null
plancha electrica,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,calzas-negras-deportivas,9,0.000002,3,0,0.3333333333333333,0,0,0,null
listas,one-million,9,0.000002,1,0,0.1111111111111111,0,0,0,null
ventilador usb,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,manteles,9,0.000002,1,0,0.1111111111111111,0,0,0,null
listas,poleron-de-spiderman,9,0.000002,4,0,0.4444444444444444,0,0,0,null
cama de madera 2 plazas,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
listas,frazadas-con-chiporro,9,0.000002,6,0,0.6666666666666666,0,0,0,null
listas,chaqueta-con-tachas,9,0.000002,3,0,0.3333333333333333,0,0,0,null
listas,mesa-auxiliar,9,0.000002,1,0,0.1111111111111111,0,0,0,null
listas,creatina-monohidratada,9,0.000002,4,0,0.4444444444444444,0,0,0,null
listas,polerones-minecraft-nino,9,0.000002,5,0,0.5555555555555556,0,0,0,null
listas,silla-colgante,9,0.000002,3,0,0.3333333333333333,0,0,0,null
listas,top,9,0.000002,3,0,0.3333333333333333,0,0,0,null
tv 50 pulgadas,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,galaxy-buds-3-pro,9,0.000002,0,0,0,0,0,0,null
kayak,sin_path2,9,0.000002,0,0,0,0,0,0,null
sosten corrector de postura,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,amphora,9,0.000002,1,0,0.1111111111111111,0,0,0,null
listas,mouse-inalambrico,9,0.000002,3,0,0.3333333333333333,0,0,0,null
headphones,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
falda pareo,sin_path2,9,0.000002,0,0,0,0,0,0,null
kivul,sin_path2,9,0.000002,0,0,0,0,0,0,null
antena tv digital,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
almohadas-rosen,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
nike air,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,goorin-bros,9,0.000002,3,0,0.3333333333333333,0,0,0,null
casablanca,sin_path2,9,0.000002,0,0,0,0,0,0,null
marcapaginas,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,espejo-redondo,9,0.000002,1,0,0.1111111111111111,0,0,0,null
listas,sofa-cuero,9,0.000002,1,0,0.1111111111111111,0,0,0,null
listas,under-armour,9,0.000002,4,0,0.4444444444444444,0,0,0,null
listas,perfume-libre-yves-saint-laurent,9,0.000002,3,0,0.3333333333333333,0,0,0,null
muebles,percheros,9,0.000002,0,0,0,0,0,0,null
lentes opticos,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,kate-spade,9,0.000002,4,0,0.4444444444444444,0,0,0,null
listas,lippi-nina,9,0.000002,3,0,0.3333333333333333,0,0,0,null
abrigo largo mujer,sin_path2,9,0.000002,0,0,0,0,0,0,null
loncheras umbrale mujer,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,repisas-para-plantas,9,0.000002,1,0,0.1111111111111111,0,0,0,null
auto a control remoto 4x4,sin_path2,9,0.000002,0,0,0,0,0,0,null
pistola de calor,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,bicicleta-plegable,9,0.000002,0,0,0,0,0,0,null
listas,polar-lippi,9,0.000002,4,0,0.4444444444444444,0,0,0,null
listas,air-max-90,9,0.000002,1,0,0.1111111111111111,0,0,0,null
anni star,sin_path2,9,0.000002,0,0,0,0,0,0,null
chaleco salvavidas niño,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,guantes-pesas,9,0.000002,3,0,0.3333333333333333,0,0,0,null
aceite loreal,sin_path2,9,0.000002,0,0,0,0,0,0,null
piscinas redondas,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
aros de plata,sin_path2,9,0.000002,0,0,0,0,0,0,null
jersey,sin_path2,9,0.000002,0,0,0,0,0,0,null
horno empotrado,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
listas,navajas,9,0.000002,5,0,0.5555555555555556,0,0,0,null
listas,colchon-rosen-2-plazas,9,0.000002,2,0,0.2222222222222222,0,0,0,null
polera estampada mujer,sin_path2,9,0.000002,0,0,0,0,0,0,null
carpas 10 personas,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
listas,nike-basketball,9,0.000002,5,0,0.5555555555555556,0,0,0,null
listas,rodilleras-deportivas,9,0.000002,3,0,0.3333333333333333,0,0,0,null
sandalias reebok,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,maceteros,9,0.000002,2,0,0.2222222222222222,0,0,0,null
muebles,bokan,9,0.000002,2,0,0.2222222222222222,0,0,0,null
converse run star motion,sin_path2,9,0.000002,2,0,0.2222222222222222,0,0,0,null
escolar,accesorios,9,0.000002,0,0,0,0,0,0,null
mujer,sei,9,0.000002,1,0,0.1111111111111111,0,0,0,null
midea,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,juguetes-para-bebe,9,0.000002,2,0,0.2222222222222222,0,0,0,null
pastillero,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
sable de luz star wars,sin_path2,9,0.000002,0,0,0,0,0,0,null
batidora industrial,sin_path2,9,0.000002,0,0,0,0,0,0,null
silla de comer bebe 3 en 1,sin_path2,9,0.000002,0,0,0,0,0,0,null
tote b framboise,sin_path2,9,0.000002,0,0,0,0,0,0,null
omega 3 up,sin_path2,9,0.000002,0,0,0,0,0,0,null
adidas samba mujer,sin_path2,9,0.000002,0,0,0,0,0,0,null
esterilizador de mamaderas,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
furreal,sin_path2,9,0.000002,2,0,0.2222222222222222,0,0,0,null
plp,tecnologia,9,0.000002,0,0,0,0,0,0,null
babuchas mujer,sin_path2,9,0.000002,0,0,0,0,0,0,null
muebles,tecnomobili,9,0.000002,1,0,0.1111111111111111,0,0,0,null
tablet samsung tab a,sin_path2,9,0.000002,0,0,0,0,0,0,null
mujer,billeteras,9,0.000002,2,0,0.2222222222222222,0,0,0,null
listas,pijama-franela,9,0.000002,4,0,0.4444444444444444,0,0,0,null
listas,afeitadoras-mycocos,9,0.000002,0,0,0,0,0,0,null
eucerin oil control,sin_path2,9,0.000002,0,0,0,0,0,0,null
logitech g502,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,serum-vitamina-c,9,0.000002,1,0,0.1111111111111111,0,0,0,null
mouse logitech rosado,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,tinta-canon,9,0.000002,4,0,0.4444444444444444,0,0,0,null
botines geography,sin_path2,9,0.000002,0,0,0,0,0,0,null
air max,sin_path2,9,0.000002,0,0,0,0,0,0,null
mujer,marmot,9,0.000002,0,0,0,0,0,0,null
listas,camisa-lenadora,9,0.000002,2,0,0.2222222222222222,0,0,0,null
listas,vichy-mineral-89,9,0.000002,0,0,0,0,0,0,null
listas,moledora-de-carne,9,0.000002,2,0,0.2222222222222222,0,0,0,null
muebles,escritorios-gamer,9,0.000002,0,0,0,0,0,0,null
listas,consolas-portatiles,9,0.000002,3,0,0.3333333333333333,0,0,0,null
funko pop dragon ball,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
muebles,casa-wow-deco,9,0.000002,1,0,0.1111111111111111,0,0,0,null
arnes para perros,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
